No,crystal structure,Fe,Cr,Mn,Si,Co,Mo,Ni,C,Ti,N,B,P,S,Nb,Cu,Ta,Al,V,Mg,W,Zr,dr,tem,irrtype,disden,PreHe,dose
290,fcc,65.6955,14.9,0,0,0,0,19.4,0.003,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,923.5,1,3.00E+14,0,83.5
291,fcc,60.6953,14.9,0,0,0,0,24.4,0.003,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,923.5,1,3.00E+14,0,94
292,fcc,10.2979,14.6,0,0,0,0,75.1,0.001,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,923.5,1,3.00E+14,0,50
293,fcc,50.3949,15.1,0,0,0,0,34.5,0.003,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,923.5,1,3.00E+14,0,95
294,fcc,39.6963,15,0,0,0,0,45.3,0.002,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,923.5,1,3.00E+14,0,95
295,fcc,68.687,15.6,0,0,0,0,15.7,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,700.5,1,3.00E+14,0,10
296,fcc,72.7926,15.1,0,0,0,0,12.1,0.005,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,700.5,1,3.00E+14,0,10
297,fcc,44.779,20,0,0,0,0,35.2,0.004,0,0.017,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,700.5,1,3.00E+14,0,10
298,fcc,43.181,21.7,0,0,0,0,35.1,0.004,0,0.015,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,700.5,1,3.00E+14,0,10
299,fcc,50.3949,15.1,0,0,0,0,34.5,0.003,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,700.5,1,3.00E+14,0,10
300,fcc,10.2979,14.6,0,0,0,0,75.1,0.001,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,700.5,1,3.00E+14,0,10
301,fcc,39.6963,15,0,0,0,0,45.3,0.002,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,700.5,1,3.00E+14,0,10
302,fcc,10.2979,14.6,0,0,0,0,75.1,0.001,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,783.5,1,3.00E+14,0,10
303,fcc,10.2979,14.6,0,0,0,0,75.1,0.001,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,755.5,1,3.00E+14,0,10
304,fcc,10.2979,14.6,0,0,0,0,75.1,0.001,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,700.5,1,3.00E+14,0,10
305,fcc,50.3949,15.1,0,0,0,0,34.5,0.003,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,673.5,1,3.00E+14,0,10
